booking_date,booking_date_month,client_code,service_code,service_desc,staff,price,canceled_yes_no,,,,,,
2018-06-21,June,BURL01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-21,June,WYRC01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-21,June,BURL01,SHCW,Women's hair cut,KELLY,75,0,,,,,,
2018-06-21,June,MANL01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-21,June,GHOP01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-21,June,RUBA01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-21,June,LEEM01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-06-21,June,RUTR01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-06-21,June,VARE01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-06-21,June,HILE01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-21,June,AINM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-21,June,MOLA01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-21,June,LEEM01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-21,June,RUTR01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-21,June,COLG01,CALC,Accent lights and color,JOANNE,140,0,,,,,,
2018-06-22,June,INFB01,CON,Consultation,KELLY,0,0,,,,,,
2018-06-22,June,MURS01,SHCM,Men's hair cut,BECKY,5,0,,,,,,
2018-06-22,June,CROB01,MISC,miscellaneous,KELLY,18,0,,,,,,
2018-06-22,June,KHUN01,CON,Consultation,KELLY,20,0,,,,,,
2018-06-22,June,KOEE01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-06-22,June,CROB01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-06-22,June,WOOJ01,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-06-22,June,PENM01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-06-22,June,ABL*01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-22,June,LIMB01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-22,June,BUDG02,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-22,June,PENM01,CMT,Color mini touch up,JOANNE,50,1,,,,,,
2018-06-22,June,WOOD02,SBD,Blowdry,JJ,52,0,,,,,,
2018-06-22,June,KATS01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-06-22,June,PANP01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-06-22,June,WOOJ01,CTU,Color touch up,JOANNE,66.52,1,,,,,,
2018-06-22,June,WIL*01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-22,June,DSIC01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-22,June,PENM01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-06-22,June,PET*01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-06-22,June,WIL*01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-22,June,NGUS01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-22,June,SIRM01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0,,,,,,
2018-06-22,June,HILJ01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0,,,,,,
2018-06-23,June,TIEM01,CT,Color toner,KELLY,20,0,,,,,,
2018-06-23,June,TIEM01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-06-23,June,HUAR01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-06-23,June,REDM01,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-06-23,June,SUNS01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-06-23,June,RUDJ01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-06-23,June,TIEM01,SMARTBOND,Smart Bond,KELLY,50,0,,,,,,
2018-06-23,June,WOOJ01,SBD,Blowdry,JJ,52,0,,,,,,
2018-06-23,June,?A01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-06-23,June,FIGM01,CTU,Color touch up,KELLY,65,0,,,,,,
2018-06-23,June,SUNS01,CTU,Color touch up,KELLY,65,0,,,,,,
2018-06-23,June,BENS02,CFC,Color full color,JOANNE,65,0,,,,,,
2018-06-23,June,ERWS01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-23,June,WOOJ01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-23,June,SPRK01,SHCW,Women's hair cut,JJ,81.6,0,,,,,,
2018-06-23,June,CONJ01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-23,June,TAYB01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-23,June,AURM01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-06-23,June,TIEM01,CDPB,double process blonde,KELLY,100,0,,,,,,
2018-06-23,June,ERWS01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-23,June,LEEO01,CALC,Accent lights and color,JOANNE,140,0,,,,,,
2018-06-23,June,VELA01,CON,Consultation,JJ,0,1,,,,,,
2018-06-26,June,LEM01,CON,Consultation,KELLY,0,0,,,,,,
2018-06-26,June,PARJ02,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-06-26,June,ZUKS01,SHCM,Men's hair cut,BECKY,41.15,1,,,,,,
2018-06-26,June,FRAM01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-06-26,June,FIND01,SBD,Blowdry,KELLY,45,0,,,,,,
2018-06-26,June,YATT01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-26,June,ZUKS01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-26,June,PENM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-06-26,June,PENM01,CMT,Color mini touch up,JOANNE,50,0,,,,,,
2018-06-26,June,NELT01,SBD,Blowdry,JJ,52,0,,,,,,
2018-06-26,June,VERD01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-06-26,June,RICP01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-06-26,June,LEHF01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-26,June,FER*01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-26,June,NIES02,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-26,June,TRAJ01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-26,June,ZHAV01,CFC,Color full color,JOANNE,65,0,,,,,,
2018-06-26,June,WINL01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-06-26,June,STEK01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-26,June,MARD01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-26,June,FANM01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-26,June,LINJ01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-26,June,BRES01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-26,June,FIND01,CHLPL,Highlights partial,JOANNE,150,0,,,,,,
2018-06-27,June,LEWH02,SBD,Blowdry,KELLY,35,0,,,,,,
2018-06-27,June,GREB01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-06-27,June,CARK01,CTU,Color touch up,KELLY,40,0,,,,,,
2018-06-27,June,CARK01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-06-27,June,MCCB01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-27,June,MESN01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-06-27,June,HOLL01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-06-27,June,YANM01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-06-27,June,CARK01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-06-27,June,SUNS01,SHCW,Women's hair cut,KELLY,56.05,1,,,,,,
2018-06-27,June,BERI01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-27,June,STEH01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-27,June,LYNG01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-27,June,HOWC01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-27,June,SHAS01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-27,June,BELK01,CFC,Color full color,KELLY,65,0,,,,,,
2018-06-27,June,WOOD01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-27,June,HOLL01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-27,June,COXH01,SHCW,Women's hair cut,KELLY,75,0,,,,,,
2018-06-27,June,PARS01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-27,June,.L01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-06-27,June,WOOD01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-27,June,MASA01,CBAL,Balayage,KELLY,155.56,1,,,,,,
2018-06-28,June,RUBA01,CON,Consultation,JJ,0,0,,,,,,
2018-06-28,June,BURD01,SHCM,Men's hair cut,BECKY,5,0,,,,,,
2018-06-28,June,WASS01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-06-28,June,JENP01,SHCC,Children (under 12),KELLY,35,1,,,,,,
2018-06-28,June,MEIC01,SHCM,Men's hair cut,KELLY,38.8,1,,,,,,
2018-06-28,June,HOG*01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-28,June,BATP01,SHCM,Men's hair cut,JJ,50,0,,,,,,
2018-06-28,June,MAKM01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-28,June,ELSM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-06-28,June,DOWR01,SBD,Blowdry,JJ,52,0,,,,,,
2018-06-28,June,BOTS01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-06-28,June,ADAP01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-06-28,June,WALT01,SHCW,Women's hair cut,KELLY,55,0,,,,,,
2018-06-28,June,BOTC01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-28,June,SIDA01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-28,June,DUFD01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-28,June,ADAP01,CFC,Color full color,KELLY,65,0,,,,,,
2018-06-28,June,MARK01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-06-28,June,BENC01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-28,June,BOTK01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-28,June,YEHC01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-28,June,SILG01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-28,June,KUKK01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0,,,,,,
2018-06-28,June,WEES01,CON,Consultation,JJ,0,1,,,,,,
2018-06-29,June,DUFD01,CON,Consultation,JJ,0,1,,,,,,
2018-06-29,June,MCWC01,CAS,Color additional service,KELLY,5,0,,,,,,
2018-06-29,June,APTM01,SHCM,Men's hair cut,JJ,30,0,,,,,,
2018-06-29,June,OHA*01,SHCC,Children (under 12),BECKY,30,0,,,,,,
2018-06-29,June,OHA*01,SHCC,Children (under 12),BECKY,34,1,,,,,,
2018-06-29,June,MCWC01,CT,Color toner,KELLY,45,0,,,,,,
2018-06-29,June,SIRM01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-06-29,June,MCWC01,SMARTBOND,Smart Bond,KELLY,50,0,,,,,,
2018-06-29,June,COLR02,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-29,June,COLR01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-29,June,KLEA01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-29,June,FLEL01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-29,June,SIRM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-06-29,June,GREL01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-29,June,OGDJ01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-29,June,OHAG01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-06-29,June,MCWC01,SHCW,Women's hair cut,KELLY,65,0,,,,,,
2018-06-29,June,HAMN01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-29,June,GAD*01,CFC,Color full color,JOANNE,77.06,1,,,,,,
2018-06-29,June,WANM01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-29,June,MCMC01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-29,June,COLG01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-29,June,LEVL01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-29,June,SAVP01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-29,June,HAMN01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-29,June,KALA01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-29,June,NGUS01,CALC,Accent lights and color,JOANNE,140,0,,,,,,
2018-06-29,June,MCWC01,CBAL,Balayage,KELLY,150,0,,,,,,
2018-06-29,June,KALA01,CHLPHC,Partial highlights and color,JOANNE,160,0,,,,,,
2018-06-29,June,FIOJ01,SHCW,Women's hair cut,KELLY,56.05,1,,,,,,
2018-06-29,June,MARK01,CON,Consultation,BECKY,0,1,,,,,,
2018-06-30,June,TAMA01,SMARTBOND,Smart Bond,KELLY,25,0,,,,,,
2018-06-30,June,KRAV01,SMARTBOND,Smart Bond,KELLY,25,0,,,,,,
2018-06-30,June,CASN01,SBD,Blowdry,BECKY,30,0,,,,,,
2018-06-30,June,WELN01,SBD,Blowdry,JJ,30,0,,,,,,
2018-06-30,June,HELJ01,SHCM,Men's hair cut,BECKY,41.15,1,,,,,,
2018-06-30,June,WOOJ02,SHCM,Men's hair cut,BECKY,41.15,1,,,,,,
2018-06-30,June,WOOD02,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-06-30,June,HAMA01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-06-30,June,DELC01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-30,June,IRWE01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-06-30,June,WOOJ01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-06-30,June,TAMA01,SHCW,Women's hair cut,KELLY,56.05,1,,,,,,
2018-06-30,June,DEYS01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-06-30,June,KRAV01,SHCW,Women's hair cut,KELLY,65,0,,,,,,
2018-06-30,June,TRAS02,CFC,Color full color,JOANNE,65,0,,,,,,
2018-06-30,June,TOPS01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-06-30,June,IRWE01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-06-30,June,TAMA01,SHCW,Women's hair cut,KELLY,75,0,,,,,,
2018-06-30,June,FISV01,CFC,Color full color,JOANNE,77.06,1,,,,,,
2018-06-30,June,FISV01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-06-30,June,LEHN01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-30,June,LAS01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-06-30,June,FISV01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-06-30,June,TAMA01,CT,Color toner,KELLY,90,0,,,,,,
2018-06-30,June,KRAV01,CDPB,double process blonde,KELLY,100,0,,,,,,
2018-06-30,June,EZIR01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-06-30,June,GOSD01,CHLPL,Highlights partial,JOANNE,130,0,,,,,,
2018-06-30,June,TAMA01,CBAL,Balayage,KELLY,150,0,,,,,,
2018-06-30,June,TAMA01,CBAL,Balayage,KELLY,155.56,1,,,,,,
2018-06-30,June,SKUD01,SBD5+1,Blow dry bundle 5+1,HOUSE,230,0,,,,,,
2018-07-03,July,KATM01,CON,Consultation,JOANNE,0,1,,,,,,
2018-07-03,July,NORJ01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-03,July,TASJ01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-03,July,DHAS02,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-07-03,July,DHAS02,CT,Color toner,KELLY,45,0,,,,,,
2018-07-03,July,KUKK01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-03,July,NELT01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-03,July,DHAS02,SMARTBOND,Smart Bond,KELLY,50,0,,,,,,
2018-07-03,July,OWED01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-03,July,NICP01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-03,July,LAWJ01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-03,July,LEHJ01,SHCM,Men's hair cut,JJ,50,0,,,,,,
2018-07-03,July,JOHD01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-03,July,HILJ01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-03,July,BROS01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-03,July,WONM02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-03,July,SUNS01,SHCW,Women's hair cut,KELLY,56.05,1,,,,,,
2018-07-03,July,KREJ01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-03,July,SUNS01,CTU,Color touch up,KELLY,65,0,,,,,,
2018-07-03,July,ROWD01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-03,July,KIMH01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-03,July,DHAS02,CHLHH,Highlights half head,KELLY,130,0,,,,,,
2018-07-03,July,DEYS01,CHLPL,Highlights partial,JOANNE,147.73,1,,,,,,
2018-07-03,July,TINA02,CHLPL,Highlights partial,JOANNE,160,0,,,,,,
2018-07-03,July,ESKR01,CON,Consultation,JJ,0,1,,,,,,
2018-07-04,July,DAMK01,TRE 1,Treatments 1,JOANNE,20,0,,,,,,
2018-07-04,July,PANB01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-04,July,PARD01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-04,July,TANJ01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-04,July,DEAM01,SHCM,Men's hair cut,KELLY,38.8,1,,,,,,
2018-07-04,July,POTR01,SHCM,Men's hair cut,JJ,49.48,1,,,,,,
2018-07-04,July,ARRM01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-04,July,COLG01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-04,July,GRET01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-04,July,DAMK01,CTU,Color touch up,JOANNE,60,0,,,,,,
2018-07-04,July,DAMK01,SHCW,Women's hair cut,KELLY,65,0,,,,,,
2018-07-04,July,TAYN01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-04,July,ARRM01,CFC,Color full color,JOANNE,85,0,,,,,,
2018-07-04,July,JENP01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-04,July,ALVJ01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-04,July,GELK01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-04,July,RIDY01,CHLPL,Highlights partial,JOANNE,140,0,,,,,,
2018-07-04,July,OZDC02,CON,Consultation,JOANNE,0,1,,,,,,
2018-07-04,July,VELA01,CON,Consultation,JJ,0,1,,,,,,
2018-07-05,July,DEH01,SBD,Blowdry,JJ,32,0,,,,,,
2018-07-05,July,KIRJ01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-05,July,POUG01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-05,July,VALT01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-05,July,KOLK01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-07-05,July,SCHJ01,CCAMO,Men's camo color,JJ,45,0,,,,,,
2018-07-05,July,BRAN01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-05,July,BANR01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-05,July,STOV01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-05,July,GUBD01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-05,July,GALB01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-05,July,BANR01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-05,July,GRIA01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-05,July,CYRA01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-05,July,BRIK01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-05,July,DHOA01,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-07-06,July,SHAM01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-06,July,TERJ01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-06,July,HADD01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-06,July,CARK01,SBD,Blowdry,KELLY,35,0,,,,,,
2018-07-06,July,MINA02,CT,Color toner,JOANNE,35,0,,,,,,
2018-07-06,July,CALD01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-06,July,LEM01,CT,Color toner,KELLY,40,0,,,,,,
2018-07-06,July,LEM01,SMARTBOND,Smart Bond,KELLY,50,0,,,,,,
2018-07-06,July,SIRM01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-06,July,LIND01,CMT,Color mini touch up,JOANNE,50,0,,,,,,
2018-07-06,July,BEBY01,SHCW,Women's hair cut,BECKY,60,0,,,,,,
2018-07-06,July,THOD01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-06,July,LEM01,SHCW,Women's hair cut,KELLY,65,0,,,,,,
2018-07-06,July,DAJR01,CTU,Color touch up,JOANNE,66.52,1,,,,,,
2018-07-06,July,WANM01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-07-06,July,DAJR01,SHCW,Women's hair cut,BECKY,67.84,1,,,,,,
2018-07-06,July,MINA02,SHCW,Women's hair cut,BECKY,70,0,,,,,,
2018-07-06,July,MUMK01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-06,July,MOIB01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-06,July,MUMK01,SHCW,Women's hair cut,JJ,75,0,,,,,,
2018-07-06,July,CHMY01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-06,July,BOYL01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-06,July,MARO01,SDUD,Dry updo,KELLY,80,0,,,,,,
2018-07-06,July,MCAJ01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-06,July,SINM01,SHCW,Women's hair cut,JJ,82,0,,,,,,
2018-07-06,July,HIMB01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-06,July,GOSD01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-06,July,MOIB01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-06,July,LEM01,CBAL,Balayage,KELLY,160,0,,,,,,
2018-07-06,July,LIND01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0,,,,,,
2018-07-07,July,STOD01,CON,Consultation,JJ,0,0,,,,,,
2018-07-07,July,CASH01,CON,Consultation,JJ,0,0,,,,,,
2018-07-07,July,MACB01,CON,Consultation,JJ,0,0,,,,,,
2018-07-07,July,SQUN01,SHCM,Men's hair cut,JJ,20,0,,,,,,
2018-07-07,July,PIJM01,CT,Color toner,KELLY,25,0,,,,,,
2018-07-07,July,BREH01,SBD,Blowdry,JJ,44.55,1,,,,,,
2018-07-07,July,CHOK01,SHCW,Women's hair cut,KELLY,45,0,,,,,,
2018-07-07,July,ABL*01,SBD,Blowdry,KELLY,45.64,1,,,,,,
2018-07-07,July,PIJM01,SMARTBOND,Smart Bond,KELLY,50,0,,,,,,
2018-07-07,July,WONM02,CMT,Color mini touch up,JOANNE,50,0,,,,,,
2018-07-07,July,ARRM01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-07,July,BREH01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-07,July,WONM02,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-07,July,MORD01,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-07,July,?A01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-07,July,HUDM01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-07,July,PIJM01,SHCW,Women's hair cut,KELLY,65,0,,,,,,
2018-07-07,July,POIJ01,CFC,Color full color,JOANNE,65,0,,,,,,
2018-07-07,July,SPEK01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-07,July,NADS01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-07,July,EZIR01,SHCW,Women's hair cut,JJ,88.44,1,,,,,,
2018-07-07,July,KINN01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-07,July,SPEK01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-07,July,SMIS01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-07,July,BERH01,SHCW,Women's hair cut,JJ,102,0,,,,,,
2018-07-07,July,PIJM01,CBAL,Balayage,KELLY,150,0,,,,,,
2018-07-07,July,SMIS01,CHLPL,Highlights partial,JOANNE,160,0,,,,,,
2018-07-07,July,ARRM01,CFC,Color full color,JJ,,1,,,,,,
2018-07-10,July,LANR01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-10,July,DEAM01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-10,July,BESJ01,SHCM,Men's hair cut,KELLY,35,0,,,,,,
2018-07-10,July,SMIL01,SHCM,Men's hair cut,JJ,40,0,,,,,,
2018-07-10,July,MASA01,SHCM,Men's hair cut,BECKY,41.15,1,,,,,,
2018-07-10,July,KUKK01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-10,July,HILJ01,SBD,Blowdry,BECKY,45.26,1,,,,,,
2018-07-10,July,GRIP01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-10,July,MASA01,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-10,July,BUDG02,SHCM,Men's hair cut,BECKY,50,0,,,,,,
2018-07-10,July,HILJ01,SBD,Blowdry,BECKY,50,0,,,,,,
2018-07-10,July,WOOJ01,SBD,Blowdry,JJ,52,0,,,,,,
2018-07-10,July,SINS02,SHCM,Men's hair cut,KELLY,55,0,,,,,,
2018-07-10,July,NIDN01,SBD,Blowdry,KELLY,55,0,,,,,,
2018-07-10,July,SINS01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-10,July,TAYE01,SHCM,Men's hair cut,JJ,60,0,,,,,,
2018-07-10,July,MART01,CTU,Color touch up,JOANNE,60,0,,,,,,
2018-07-10,July,MART01,SHCW,Women's hair cut,KELLY,65,0,,,,,,
2018-07-10,July,ELCB01,CTU,Color touch up,JOANNE,66.52,1,,,,,,
2018-07-10,July,SCHP01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-10,July,WOOJ01,CTU,Color touch up,JOANNE,70,0,,,,,,
2018-07-10,July,HOLD01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
2018-07-10,July,RICP01,SHCW,Women's hair cut,BECKY,80,0,,,,,,
