booking_date,booking_date_month,booking_day_of_week,client_code,service_code,service_desc,staff,price,canceled_yes_no
2018-06-12,June,Tuesday,DAJR01,CFC,Color full color,JOANNE,75,0
2018-06-12,June,Tuesday,TAYL02,SHCW,Women's hair cut,JJ,82,0
2018-06-12,June,Tuesday,DAJR01,SHCW,Women's hair cut,JJ,92,0
2018-06-12,June,Tuesday,GIAL01,SHCW,Women's hair cut,JJ,92,0
2018-06-12,June,Tuesday,MORB01,SHCW,Women's hair cut,JJ,102,0
2018-06-12,June,Tuesday,LINM02,SHCW,Women's hair cut,JJ,102,0
2018-06-12,June,Tuesday,GIAL01,CHLPL,Highlights partial,JOANNE,150,0
2018-06-12,June,Tuesday,CLAM01,CHLPHC,Partial highlights and color,JOANNE,160,0
2018-06-12,June,Tuesday,ALCV01,CBAL,Balayage,KELLY,170,0
2018-06-13,June,Wednesday,MAKP01,SHCM,Men's hair cut,KELLY,35,0
2018-06-13,June,Wednesday,WICJ01,SHCM,Men's hair cut,JJ,40,0
2018-06-13,June,Wednesday,BELK01,SHCW,Women's hair cut,KELLY,55,0
2018-06-13,June,Wednesday,ELSM01,SBD,Blowdry,KELLY,55,0
2018-06-13,June,Wednesday,WARN01,SHCM,Men's hair cut,JJ,60,0
2018-06-13,June,Wednesday,NEEL01,CTU,Color touch up,JOANNE,70,0
2018-06-13,June,Wednesday,LIND01,CFC,Color full color,JOANNE,75,0
2018-06-13,June,Wednesday,MINA01,SHCW,Women's hair cut,JJ,82,0
2018-06-13,June,Wednesday,COLJ02,SHCW,Women's hair cut,JJ,82,0
2018-06-13,June,Wednesday,LIND01,SHCW,Women's hair cut,JJ,92,0
2018-06-13,June,Wednesday,FELH01,SHCW,Women's hair cut,JJ,102,0
2018-06-13,June,Wednesday,NEEL01,SHCW,Women's hair cut,JJ,102,0
2018-06-13,June,Wednesday,SHIG01,SHCW,Women's hair cut,JJ,102,0
2018-06-13,June,Wednesday,SHIG01,CHLPL,Highlights partial,JOANNE,140,0
2018-06-14,June,Thursday,CAYK01,TRE 1,Treatments 1,JOANNE,20,0
2018-06-14,June,Thursday,STAD01,MISC,miscellaneous,KELLY,25,0
2018-06-14,June,Thursday,TOMV01,SBD,Blowdry,JJ,32,0
2018-06-14,June,Thursday,MCNR01,SHCM,Men's hair cut,KELLY,35,0
2018-06-14,June,Thursday,?A01,SBD,Blowdry,KELLY,35,0
2018-06-14,June,Thursday,FAUA01,SHCW,Women's hair cut,KELLY,45,0
2018-06-14,June,Thursday,FAUA01,CT,Color toner,KELLY,45,0
2018-06-14,June,Thursday,HOLL01,SBD,Blowdry,BECKY,45.26,1
2018-06-14,June,Thursday,BROS01,SBD,Blowdry,BECKY,45.26,1
2018-06-14,June,Thursday,SHAA01,SHCM,Men's hair cut,BECKY,50,0
2018-06-14,June,Thursday,FLAD01,SHCM,Men's hair cut,BECKY,50,0
2018-06-14,June,Thursday,KUKK01,SBD,Blowdry,BECKY,50,0
2018-06-14,June,Thursday,CAYK01,SBD,Blowdry,JJ,52,0
2018-06-14,June,Thursday,KUMA01,SHCW,Women's hair cut,KELLY,55,0
2018-06-14,June,Thursday,DES01,SHCW,Women's hair cut,BECKY,60,0
2018-06-14,June,Thursday,TSAR01,SHCM,Men's hair cut,JJ,60,0
2018-06-14,June,Thursday,CAYK01,CTU,Color touch up,JOANNE,70,0
2018-06-14,June,Thursday,MARA01,SHCW,Women's hair cut,BECKY,80,0
2018-06-14,June,Thursday,HACL01,SHCW,Women's hair cut,JJ,82,0
2018-06-14,June,Thursday,BOOR01,SHCW,Women's hair cut,JJ,82,0
2018-06-14,June,Thursday,NOWT01,SHCW,Women's hair cut,JJ,102,0
2018-06-14,June,Thursday,MACM01,CHLFH,Highlights full,JOANNE,140,0
2018-06-14,June,Thursday,TAA01,CDPB,double process blonde,JOANNE,150,1
2018-06-14,June,Thursday,WONM02,SBD5+1,Blow dry bundle 5+1,HOUSE,260,0
2018-06-15,June,Friday,CARK01,SBD,Blowdry,KELLY,35,0
2018-06-15,June,Friday,HUDM01,SBD,Blowdry,JJ,44.55,1
2018-06-15,June,Friday,HUDS01,SBD,Blowdry,JJ,44.55,1
2018-06-15,June,Friday,TAGS02,CTU,Color touch up,KELLY,45,0
2018-06-15,June,Friday,TAYR01,SHCM,Men's hair cut,JJ,49.48,1
2018-06-15,June,Friday,BRAN01,SHCM,Men's hair cut,BECKY,50,0
2018-06-15,June,Friday,KLEA01,SHCM,Men's hair cut,BECKY,50,0
2018-06-15,June,Friday,SPIJ01,SHCM,Men's hair cut,BECKY,50,0
2018-06-15,June,Friday,ALIA01,SHCM,Men's hair cut,BECKY,50,0
2018-06-15,June,Friday,COLG01,SBD,Blowdry,BECKY,50,0
2018-06-15,June,Friday,SIRM01,SBD,Blowdry,BECKY,50,0
2018-06-15,June,Friday,REIL01,SBD,Blowdry,BECKY,50,0
2018-06-15,June,Friday,HILJ01,SBD,Blowdry,BECKY,50,0
2018-06-15,June,Friday,YANC01,CTU,Color touch up,JOANNE,50,0
2018-06-15,June,Friday,DANJ03,SBD,Blowdry,JJ,52,0
2018-06-15,June,Friday,WIL*01,SBD,Blowdry,JJ,52,0
2018-06-15,June,Friday,WARG01,SBD,Blowdry,JJ,52,0
2018-06-15,June,Friday,CRAY01,SHCW,Women's hair cut,KELLY,55,0
2018-06-15,June,Friday,MACV01,SHCW,Women's hair cut,BECKY,60,0
2018-06-15,June,Friday,COLJ01,SHCM,Men's hair cut,JJ,60,0
2018-06-15,June,Friday,THOD01,SHCM,Men's hair cut,JJ,60,0
2018-06-15,June,Friday,MERN01,CFC,Color full color,KELLY,63.13,1
2018-06-15,June,Friday,TAGS02,SHCW,Women's hair cut,KELLY,65,0
2018-06-15,June,Friday,ROBT01,CTU,Color touch up,JOANNE,70,0
2018-06-15,June,Friday,HILJ01,CTU,Color touch up,JOANNE,70,0
2018-06-15,June,Friday,COOM01,SHCW,Women's hair cut,BECKY,80,0
2018-06-15,June,Friday,TINA02,SHCW,Women's hair cut,JJ,82,0
2018-06-15,June,Friday,VERR01,SHCW,Women's hair cut,JJ,82,0
2018-06-15,June,Friday,OSES01,SHCW,Women's hair cut,JJ,82,0
2018-06-15,June,Friday,HUDS01,CFC,Color full color,JOANNE,85,0
2018-06-15,June,Friday,TINA01,SHCW,Women's hair cut,JJ,102,0
2018-06-15,June,Friday,SCHC01,CALC,Accent lights and color,JOANNE,140,0
2018-06-15,June,Friday,HUDS01,CFC,Color full color,JJ,,1
2018-06-16,June,Saturday,ROPR01,SMARTBOND,Smart Bond,KELLY,25,0
2018-06-16,June,Saturday,MASR01,SBD,Blowdry,JJ,32,0
2018-06-16,June,Saturday,MAXI01,SHCM,Men's hair cut,KELLY,35,0
2018-06-16,June,Saturday,DEUD01,SHCW,Women's hair cut,KELLY,45,0
2018-06-16,June,Saturday,SASA01,SHCW,Women's hair cut,KELLY,55,0
2018-06-16,June,Saturday,TUMM01,SBD,Blowdry,KELLY,55,0
2018-06-16,June,Saturday,MARG01,SHCM,Men's hair cut,JJ,60,0
2018-06-16,June,Saturday,ROPR01,SHCW,Women's hair cut,KELLY,65,0
2018-06-16,June,Saturday,TUMM01,CTU,Color touch up,JOANNE,70,0
2018-06-16,June,Saturday,PHIJ01,CTU,Color touch up,JOANNE,70,0
2018-06-16,June,Saturday,MARM01,CFC,Color full color,JOANNE,70,0
2018-06-16,June,Saturday,TUMM01,CFC,Color full color,JOANNE,77.06,1
2018-06-16,June,Saturday,RICS01,SHCW,Women's hair cut,JJ,82,0
2018-06-16,June,Saturday,GARJ01,CFC,Color full color,JOANNE,85,0
2018-06-16,June,Saturday,SCHH01,SHCW,Women's hair cut,JJ,102,0
2018-06-16,June,Saturday,GARJ01,SHCW,Women's hair cut,JJ,102,0
2018-06-16,June,Saturday,ROPR01,CBAL,Balayage,KELLY,150,0
2018-06-16,June,Saturday,TAYE01,SHCM,Men's hair cut,JJ,49.48,1
2018-06-17,June,Sunday,BOTN01,SHCM,Men's hair cut,BECKY,50,0
2018-06-17,June,Sunday,STOD01,SHCM,Men's hair cut,BECKY,50,0
2018-06-17,June,Sunday,HUDM01,SBD,Blowdry,BECKY,50,0
2018-06-17,June,Sunday,HUDS01,SBD,Blowdry,BECKY,50,0
2018-06-17,June,Sunday,WOOJ01,SBD,Blowdry,BECKY,50,0
2018-06-17,June,Sunday,BREH01,SHCW,Women's hair cut,JJ,102,0
2018-06-19,June,Tuesday,MOOH01,CON,Consultation,JJ,0,0
2018-06-19,June,Tuesday,MACS01,MISC,miscellaneous,JJ,20,0
2018-06-19,June,Tuesday,TRES01,SHCM,Men's hair cut,BECKY,30,0
2018-06-19,June,Tuesday,JOHM01,SHCM,Men's hair cut,KELLY,35,0
2018-06-19,June,Tuesday,DHAN01,SBD,Blowdry,JJ,42,0
2018-06-19,June,Tuesday,CHIC01,SHCW,Women's hair cut,KELLY,45,0
2018-06-19,June,Tuesday,HENB01,SHCM,Men's hair cut,JJ,49.48,1
2018-06-19,June,Tuesday,MELE01,SHCM,Men's hair cut,BECKY,50,0
2018-06-19,June,Tuesday,BROS02,SHCM,Men's hair cut,BECKY,50,0
2018-06-19,June,Tuesday,HOAS01,SHCW,Women's hair cut,KELLY,55,0
2018-06-19,June,Tuesday,HOFJ01,SHCW,Women's hair cut,KELLY,55,0
2018-06-19,June,Tuesday,STEK02,SBD,Blowdry,KELLY,55,0
2018-06-19,June,Tuesday,NIZS01,SHCW,Women's hair cut,BECKY,60,0
2018-06-19,June,Tuesday,SARA01,SHCM,Men's hair cut,JJ,60,0
2018-06-19,June,Tuesday,DHAN01,CFC,Color full color,JOANNE,75,0
2018-06-19,June,Tuesday,RICP01,SHCW,Women's hair cut,BECKY,80,0
2018-06-19,June,Tuesday,HOUN01,SHCW,Women's hair cut,JJ,82,0
2018-06-19,June,Tuesday,MOSR01,SHCW,Women's hair cut,JJ,82,0
2018-06-19,June,Tuesday,TAYL01,CHLPL,Highlights partial,JOANNE,160,0
2018-06-19,June,Tuesday,KIRR01,SHCM,Men's hair cut,BECKY,41.15,1
2018-06-19,June,Tuesday,TAMA01,CON,Consultation,KELLY,5,1
2018-06-20,June,Wednesday,WITC01,SHCM,Men's hair cut,KELLY,35,0
2018-06-20,June,Wednesday,SCHJ01,CCAMO,Men's camo color,JJ,45,0
2018-06-20,June,Wednesday,CARK01,SBD,Blowdry,KELLY,45.64,1
2018-06-20,June,Wednesday,WAGM01,CTU,Color touch up,JOANNE,50,0
2018-06-20,June,Wednesday,MACD01,SHCW,Women's hair cut,KELLY,55,0
2018-06-20,June,Wednesday,SLUS01,SHCM,Men's hair cut,JJ,60,0
2018-06-20,June,Wednesday,POTR01,SHCM,Men's hair cut,JJ,60,0
2018-06-20,June,Wednesday,SCHJ01,SHCM,Men's hair cut,JJ,60,0
2018-06-20,June,Wednesday,BORJ01,SHCM,Men's hair cut,JJ,60,0
2018-06-20,June,Wednesday,CHIT01,SHCW,Women's hair cut,JJ,82,0
2018-06-20,June,Wednesday,TRIL01,SHCW,Women's hair cut,JJ,82,0
2018-06-20,June,Wednesday,WAL*01,SHCW,Women's hair cut,JJ,82,0
2018-06-20,June,Wednesday,KERT01,SHCW,Women's hair cut,JJ,102,0
2018-06-20,June,Wednesday,CORS01,SHCW,Women's hair cut,JJ,102,0
2018-06-20,June,Wednesday,VERM01,SHCW,Women's hair cut,JJ,102,0
2018-06-20,June,Wednesday,CORS01,CAL,accent lights,JOANNE,140,0
2018-06-20,June,Wednesday,CARK01,CTU,Color touch up,KELLY,52.5,1
2018-06-21,June,Thursday,JM01,CON,Consultation,KELLY,10,0
2018-06-21,June,Thursday,RIHM01,SBD,Blowdry,BECKY,30,0
2018-06-21,June,Thursday,DONN01,SBD,Blowdry,JJ,32,0
2018-06-21,June,Thursday,COLG01,SBD,Blowdry,BECKY,45.26,1
2018-06-21,June,Thursday,HOLL01,SBD,Blowdry,BECKY,45.26,1
2018-06-21,June,Thursday,COLG01,SBD,Blowdry,BECKY,50,0
2018-06-21,June,Thursday,KUKK01,SBD,Blowdry,BECKY,50,0
2018-06-21,June,Thursday,KOZC01,SHCW,Women's hair cut,KELLY,55,0
2018-06-21,June,Thursday,BHAT01,SHCW,Women's hair cut,BECKY,60,0
2018-06-21,June,Thursday,HENB01,SHCM,Men's hair cut,JJ,60,0
2018-06-21,June,Thursday,BURT01,SHCM,Men's hair cut,JJ,60,0
2018-06-21,June,Thursday,GHOP01,CTU,Color touch up,JOANNE,70,0
2018-06-21,June,Thursday,BURL01,CTU,Color touch up,JOANNE,70,0
2018-06-21,June,Thursday,WYRC01,CTU,Color touch up,JOANNE,70,0
2018-06-21,June,Thursday,BURL01,SHCW,Women's hair cut,KELLY,75,0
2018-06-21,June,Thursday,MANL01,SHCW,Women's hair cut,BECKY,80,0
2018-06-21,June,Thursday,GHOP01,SHCW,Women's hair cut,BECKY,80,0
2018-06-21,June,Thursday,RUBA01,SHCW,Women's hair cut,JJ,82,0
2018-06-21,June,Thursday,LEEM01,CFC,Color full color,JOANNE,85,0
2018-06-21,June,Thursday,RUTR01,CFC,Color full color,JOANNE,85,0
2018-06-21,June,Thursday,VARE01,SHCW,Women's hair cut,JJ,88.44,1
2018-06-21,June,Thursday,HILE01,SHCW,Women's hair cut,JJ,102,0
2018-06-21,June,Thursday,AINM01,SHCW,Women's hair cut,JJ,102,0
2018-06-21,June,Thursday,MOLA01,SHCW,Women's hair cut,JJ,102,0
2018-06-21,June,Thursday,LEEM01,SHCW,Women's hair cut,JJ,102,0
2018-06-21,June,Thursday,RUTR01,SHCW,Women's hair cut,JJ,102,0
2018-06-21,June,Thursday,COLG01,CALC,Accent lights and color,JOANNE,140,0
2018-06-22,June,Friday,INFB01,CON,Consultation,KELLY,0,0
2018-06-22,June,Friday,MURS01,SHCM,Men's hair cut,BECKY,5,0
2018-06-22,June,Friday,CROB01,MISC,miscellaneous,KELLY,18,0
2018-06-22,June,Friday,KHUN01,CON,Consultation,KELLY,20,0
2018-06-22,June,Friday,KOEE01,SHCM,Men's hair cut,KELLY,35,0
2018-06-22,June,Friday,CROB01,SHCM,Men's hair cut,KELLY,35,0
2018-06-22,June,Friday,WOOJ01,SBD,Blowdry,JJ,44.55,1
2018-06-22,June,Friday,PENM01,SBD,Blowdry,BECKY,45.26,1
2018-06-22,June,Friday,ABL*01,SHCM,Men's hair cut,BECKY,50,0
2018-06-22,June,Friday,LIMB01,SHCM,Men's hair cut,BECKY,50,0
2018-06-22,June,Friday,BUDG02,SHCM,Men's hair cut,BECKY,50,0
2018-06-22,June,Friday,PENM01,CMT,Color mini touch up,JOANNE,50,1
2018-06-22,June,Friday,WOOD02,SBD,Blowdry,JJ,52,0
2018-06-22,June,Friday,KATS01,SHCW,Women's hair cut,KELLY,55,0
2018-06-22,June,Friday,PANP01,SHCW,Women's hair cut,KELLY,55,0
2018-06-22,June,Friday,WOOJ01,CTU,Color touch up,JOANNE,66.52,1
2018-06-22,June,Friday,WIL*01,CTU,Color touch up,JOANNE,70,0
2018-06-22,June,Friday,DSIC01,SHCW,Women's hair cut,JJ,82,0
2018-06-22,June,Friday,PENM01,SHCW,Women's hair cut,JJ,88.44,1
2018-06-22,June,Friday,PET*01,SHCW,Women's hair cut,JJ,88.44,1
2018-06-22,June,Friday,WIL*01,SHCW,Women's hair cut,JJ,102,0
2018-06-22,June,Friday,NGUS01,SHCW,Women's hair cut,JJ,102,0
2018-06-22,June,Friday,SIRM01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
2018-06-22,June,Friday,HILJ01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
2018-06-23,June,Saturday,TIEM01,CT,Color toner,KELLY,20,0
2018-06-23,June,Saturday,TIEM01,SHCM,Men's hair cut,KELLY,35,0
2018-06-23,June,Saturday,HUAR01,SBD,Blowdry,KELLY,35,0
2018-06-23,June,Saturday,REDM01,SBD,Blowdry,JJ,44.55,1
2018-06-23,June,Saturday,SUNS01,SHCW,Women's hair cut,KELLY,45,0
2018-06-23,June,Saturday,RUDJ01,SHCW,Women's hair cut,KELLY,45,0
2018-06-23,June,Saturday,TIEM01,SMARTBOND,Smart Bond,KELLY,50,0
2018-06-23,June,Saturday,WOOJ01,SBD,Blowdry,JJ,52,0
2018-06-23,June,Saturday,?A01,SBD,Blowdry,KELLY,55,0
2018-06-23,June,Saturday,FIGM01,CTU,Color touch up,KELLY,65,0
2018-06-23,June,Saturday,SUNS01,CTU,Color touch up,KELLY,65,0
2018-06-23,June,Saturday,BENS02,CFC,Color full color,JOANNE,65,0
2018-06-23,June,Saturday,ERWS01,CTU,Color touch up,JOANNE,70,0
2018-06-23,June,Saturday,WOOJ01,CTU,Color touch up,JOANNE,70,0
2018-06-23,June,Saturday,SPRK01,SHCW,Women's hair cut,JJ,81.6,0
2018-06-23,June,Saturday,CONJ01,SHCW,Women's hair cut,JJ,82,0
2018-06-23,June,Saturday,TAYB01,SHCW,Women's hair cut,JJ,82,0
2018-06-23,June,Saturday,AURM01,SHCW,Women's hair cut,JJ,88.44,1
2018-06-23,June,Saturday,TIEM01,CDPB,double process blonde,KELLY,100,0
2018-06-23,June,Saturday,ERWS01,SHCW,Women's hair cut,JJ,102,0
2018-06-23,June,Saturday,LEEO01,CALC,Accent lights and color,JOANNE,140,0
2018-06-23,June,Saturday,VELA01,CON,Consultation,JJ,0,1
2018-06-26,June,Tuesday,LEM01,CON,Consultation,KELLY,0,0
2018-06-26,June,Tuesday,PARJ02,SHCM,Men's hair cut,KELLY,35,0
2018-06-26,June,Tuesday,ZUKS01,SHCM,Men's hair cut,BECKY,41.15,1
2018-06-26,June,Tuesday,FRAM01,SHCW,Women's hair cut,KELLY,45,0
2018-06-26,June,Tuesday,FIND01,SBD,Blowdry,KELLY,45,0
2018-06-26,June,Tuesday,YATT01,SHCM,Men's hair cut,BECKY,50,0
2018-06-26,June,Tuesday,ZUKS01,SHCM,Men's hair cut,BECKY,50,0
2018-06-26,June,Tuesday,PENM01,SBD,Blowdry,BECKY,50,0
2018-06-26,June,Tuesday,PENM01,CMT,Color mini touch up,JOANNE,50,0
2018-06-26,June,Tuesday,NELT01,SBD,Blowdry,JJ,52,0
2018-06-26,June,Tuesday,VERD01,SHCM,Men's hair cut,KELLY,55,0
2018-06-26,June,Tuesday,RICP01,SBD,Blowdry,KELLY,55,0
2018-06-26,June,Tuesday,LEHF01,SHCW,Women's hair cut,BECKY,60,0
2018-06-26,June,Tuesday,FER*01,SHCW,Women's hair cut,BECKY,60,0
2018-06-26,June,Tuesday,NIES02,SHCM,Men's hair cut,JJ,60,0
2018-06-26,June,Tuesday,TRAJ01,SHCM,Men's hair cut,JJ,60,0
2018-06-26,June,Tuesday,ZHAV01,CFC,Color full color,JOANNE,65,0
2018-06-26,June,Tuesday,WINL01,SHCW,Women's hair cut,BECKY,67.84,1
2018-06-26,June,Tuesday,STEK01,SHCW,Women's hair cut,BECKY,80,0
2018-06-26,June,Tuesday,MARD01,SHCW,Women's hair cut,BECKY,80,0
2018-06-26,June,Tuesday,FANM01,SHCW,Women's hair cut,JJ,82,0
2018-06-26,June,Tuesday,LINJ01,SHCW,Women's hair cut,JJ,102,0
2018-06-26,June,Tuesday,BRES01,SHCW,Women's hair cut,JJ,102,0
2018-06-26,June,Tuesday,FIND01,CHLPL,Highlights partial,JOANNE,150,0
2018-06-27,June,Wednesday,LEWH02,SBD,Blowdry,KELLY,35,0
2018-06-27,June,Wednesday,GREB01,SHCM,Men's hair cut,JJ,40,0
2018-06-27,June,Wednesday,CARK01,CTU,Color touch up,KELLY,40,0
2018-06-27,June,Wednesday,CARK01,SBD,Blowdry,KELLY,45.64,1
2018-06-27,June,Wednesday,MCCB01,SHCM,Men's hair cut,BECKY,50,0
2018-06-27,June,Wednesday,MESN01,SBD,Blowdry,BECKY,50,0
2018-06-27,June,Wednesday,HOLL01,SBD,Blowdry,BECKY,50,0
2018-06-27,June,Wednesday,YANM01,SHCW,Women's hair cut,KELLY,55,0
2018-06-27,June,Wednesday,CARK01,SHCM,Men's hair cut,KELLY,55,0
2018-06-27,June,Wednesday,SUNS01,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-27,June,Wednesday,BERI01,SHCM,Men's hair cut,JJ,60,0
2018-06-27,June,Wednesday,STEH01,SHCM,Men's hair cut,JJ,60,0
2018-06-27,June,Wednesday,LYNG01,SHCM,Men's hair cut,JJ,60,0
2018-06-27,June,Wednesday,HOWC01,SHCM,Men's hair cut,JJ,60,0
2018-06-27,June,Wednesday,SHAS01,SHCM,Men's hair cut,JJ,60,0
2018-06-27,June,Wednesday,BELK01,CFC,Color full color,KELLY,65,0
2018-06-27,June,Wednesday,WOOD01,CTU,Color touch up,JOANNE,70,0
2018-06-27,June,Wednesday,HOLL01,CTU,Color touch up,JOANNE,70,0
2018-06-27,June,Wednesday,COXH01,SHCW,Women's hair cut,KELLY,75,0
2018-06-27,June,Wednesday,PARS01,SHCW,Women's hair cut,BECKY,80,0
2018-06-27,June,Wednesday,.L01,SHCW,Women's hair cut,JJ,88.44,1
2018-06-27,June,Wednesday,WOOD01,SHCW,Women's hair cut,JJ,102,0
2018-06-27,June,Wednesday,MASA01,CBAL,Balayage,KELLY,155.56,1
2018-06-28,June,Thursday,RUBA01,CON,Consultation,JJ,0,0
2018-06-28,June,Thursday,BURD01,SHCM,Men's hair cut,BECKY,5,0
2018-06-28,June,Thursday,WASS01,SHCM,Men's hair cut,KELLY,35,0
2018-06-28,June,Thursday,JENP01,SHCC,Children (under 12),KELLY,35,1
2018-06-28,June,Thursday,MEIC01,SHCM,Men's hair cut,KELLY,38.8,1
2018-06-28,June,Thursday,HOG*01,SHCM,Men's hair cut,BECKY,50,0
2018-06-28,June,Thursday,BATP01,SHCM,Men's hair cut,JJ,50,0
2018-06-28,June,Thursday,MAKM01,SHCM,Men's hair cut,BECKY,50,0
2018-06-28,June,Thursday,ELSM01,SBD,Blowdry,BECKY,50,0
2018-06-28,June,Thursday,DOWR01,SBD,Blowdry,JJ,52,0
2018-06-28,June,Thursday,BOTS01,SHCW,Women's hair cut,KELLY,55,0
2018-06-28,June,Thursday,ADAP01,SHCW,Women's hair cut,KELLY,55,0
2018-06-28,June,Thursday,WALT01,SHCW,Women's hair cut,KELLY,55,0
2018-06-28,June,Thursday,BOTC01,SHCW,Women's hair cut,BECKY,60,0
2018-06-28,June,Thursday,SIDA01,SHCW,Women's hair cut,BECKY,60,0
2018-06-28,June,Thursday,DUFD01,SHCM,Men's hair cut,JJ,60,0
2018-06-28,June,Thursday,ADAP01,CFC,Color full color,KELLY,65,0
2018-06-28,June,Thursday,MARK01,SHCW,Women's hair cut,BECKY,67.84,1
2018-06-28,June,Thursday,BENC01,CTU,Color touch up,JOANNE,70,0
2018-06-28,June,Thursday,BOTK01,SHCW,Women's hair cut,JJ,82,0
2018-06-28,June,Thursday,YEHC01,SHCW,Women's hair cut,JJ,82,0
2018-06-28,June,Thursday,SILG01,SHCW,Women's hair cut,JJ,82,0
2018-06-28,June,Thursday,KUKK01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
2018-06-28,June,Thursday,WEES01,CON,Consultation,JJ,0,1
2018-06-29,June,Friday,DUFD01,CON,Consultation,JJ,0,1
2018-06-29,June,Friday,MCWC01,CAS,Color additional service,KELLY,5,0
2018-06-29,June,Friday,APTM01,SHCM,Men's hair cut,JJ,30,0
2018-06-29,June,Friday,OHA*01,SHCC,Children (under 12),BECKY,30,0
2018-06-29,June,Friday,OHA*01,SHCC,Children (under 12),BECKY,34,1
2018-06-29,June,Friday,MCWC01,CT,Color toner,KELLY,45,0
2018-06-29,June,Friday,SIRM01,SBD,Blowdry,BECKY,45.26,1
2018-06-29,June,Friday,MCWC01,SMARTBOND,Smart Bond,KELLY,50,0
2018-06-29,June,Friday,COLR02,SHCM,Men's hair cut,BECKY,50,0
2018-06-29,June,Friday,COLR01,SHCM,Men's hair cut,BECKY,50,0
2018-06-29,June,Friday,KLEA01,SHCM,Men's hair cut,BECKY,50,0
2018-06-29,June,Friday,FLEL01,SHCM,Men's hair cut,BECKY,50,0
2018-06-29,June,Friday,SIRM01,SBD,Blowdry,BECKY,50,0
2018-06-29,June,Friday,GREL01,SHCW,Women's hair cut,BECKY,60,0
2018-06-29,June,Friday,OGDJ01,SHCW,Women's hair cut,BECKY,60,0
2018-06-29,June,Friday,OHAG01,SHCM,Men's hair cut,JJ,60,0
2018-06-29,June,Friday,MCWC01,SHCW,Women's hair cut,KELLY,65,0
2018-06-29,June,Friday,HAMN01,CTU,Color touch up,JOANNE,70,0
2018-06-29,June,Friday,GAD*01,CFC,Color full color,JOANNE,77.06,1
2018-06-29,June,Friday,WANM01,SHCW,Women's hair cut,BECKY,80,0
2018-06-29,June,Friday,MCMC01,SHCW,Women's hair cut,JJ,82,0
2018-06-29,June,Friday,COLG01,SHCW,Women's hair cut,JJ,102,0
2018-06-29,June,Friday,LEVL01,SHCW,Women's hair cut,JJ,102,0
2018-06-29,June,Friday,SAVP01,SHCW,Women's hair cut,JJ,102,0
2018-06-29,June,Friday,HAMN01,SHCW,Women's hair cut,JJ,102,0
2018-06-29,June,Friday,KALA01,SHCW,Women's hair cut,JJ,102,0
2018-06-29,June,Friday,NGUS01,CALC,Accent lights and color,JOANNE,140,0
2018-06-29,June,Friday,MCWC01,CBAL,Balayage,KELLY,150,0
2018-06-29,June,Friday,KALA01,CHLPHC,Partial highlights and color,JOANNE,160,0
2018-06-29,June,Friday,FIOJ01,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-29,June,Friday,MARK01,CON,Consultation,BECKY,0,1
2018-06-30,June,Saturday,TAMA01,SMARTBOND,Smart Bond,KELLY,25,0
2018-06-30,June,Saturday,KRAV01,SMARTBOND,Smart Bond,KELLY,25,0
2018-06-30,June,Saturday,CASN01,SBD,Blowdry,BECKY,30,0
2018-06-30,June,Saturday,WELN01,SBD,Blowdry,JJ,30,0
2018-06-30,June,Saturday,HELJ01,SHCM,Men's hair cut,BECKY,41.15,1
2018-06-30,June,Saturday,WOOJ02,SHCM,Men's hair cut,BECKY,41.15,1
2018-06-30,June,Saturday,WOOD02,SBD,Blowdry,JJ,44.55,1
2018-06-30,June,Saturday,HAMA01,SHCW,Women's hair cut,KELLY,45,0
2018-06-30,June,Saturday,DELC01,SHCM,Men's hair cut,BECKY,50,0
2018-06-30,June,Saturday,IRWE01,SHCM,Men's hair cut,BECKY,50,0
2018-06-30,June,Saturday,WOOJ01,SBD,Blowdry,BECKY,50,0
2018-06-30,June,Saturday,TAMA01,SHCW,Women's hair cut,KELLY,56.05,1
2018-06-30,June,Saturday,DEYS01,SHCW,Women's hair cut,BECKY,60,0
2018-06-30,June,Saturday,KRAV01,SHCW,Women's hair cut,KELLY,65,0
2018-06-30,June,Saturday,TRAS02,CFC,Color full color,JOANNE,65,0
2018-06-30,June,Saturday,TOPS01,SHCW,Women's hair cut,BECKY,67.84,1
2018-06-30,June,Saturday,IRWE01,CTU,Color touch up,JOANNE,70,0
2018-06-30,June,Saturday,TAMA01,SHCW,Women's hair cut,KELLY,75,0
2018-06-30,June,Saturday,FISV01,CFC,Color full color,JOANNE,77.06,1
2018-06-30,June,Saturday,FISV01,SHCW,Women's hair cut,BECKY,80,0
2018-06-30,June,Saturday,LEHN01,SHCW,Women's hair cut,JJ,82,0
2018-06-30,June,Saturday,LAS01,SHCW,Women's hair cut,JJ,82,0
2018-06-30,June,Saturday,FISV01,CFC,Color full color,JOANNE,85,0
2018-06-30,June,Saturday,TAMA01,CT,Color toner,KELLY,90,0
2018-06-30,June,Saturday,KRAV01,CDPB,double process blonde,KELLY,100,0
2018-06-30,June,Saturday,EZIR01,SHCW,Women's hair cut,JJ,102,0
