booking_date,booking_date_month,booking_day_of_week,client_code,service_code,service_desc,staff,price,canceled_yes_no
2018-06-30,June,Saturday,GOSD01,CHLPL,Highlights partial,JOANNE,130,0
2018-06-30,June,Saturday,TAMA01,CBAL,Balayage,KELLY,150,0
2018-06-30,June,Saturday,TAMA01,CBAL,Balayage,KELLY,155.56,1
2018-06-30,June,Saturday,SKUD01,SBD5+1,Blow dry bundle 5+1,HOUSE,230,0
2018-07-03,July,Tuesday,KATM01,CON,Consultation,JOANNE,0,1
2018-07-03,July,Tuesday,NORJ01,SHCM,Men's hair cut,JJ,40,0
2018-07-03,July,Tuesday,TASJ01,SHCM,Men's hair cut,JJ,40,0
2018-07-03,July,Tuesday,DHAS02,SHCW,Women's hair cut,KELLY,45,0
2018-07-03,July,Tuesday,DHAS02,CT,Color toner,KELLY,45,0
2018-07-03,July,Tuesday,KUKK01,SBD,Blowdry,BECKY,45.26,1
2018-07-03,July,Tuesday,NELT01,SBD,Blowdry,BECKY,45.26,1
2018-07-03,July,Tuesday,DHAS02,SMARTBOND,Smart Bond,KELLY,50,0
2018-07-03,July,Tuesday,OWED01,SHCM,Men's hair cut,BECKY,50,0
2018-07-03,July,Tuesday,NICP01,SHCM,Men's hair cut,BECKY,50,0
2018-07-03,July,Tuesday,LAWJ01,SHCM,Men's hair cut,BECKY,50,0
2018-07-03,July,Tuesday,LEHJ01,SHCM,Men's hair cut,JJ,50,0
2018-07-03,July,Tuesday,JOHD01,SHCM,Men's hair cut,BECKY,50,0
2018-07-03,July,Tuesday,HILJ01,SBD,Blowdry,BECKY,50,0
2018-07-03,July,Tuesday,BROS01,SBD,Blowdry,BECKY,50,0
2018-07-03,July,Tuesday,WONM02,SBD,Blowdry,JJ,52,0
2018-07-03,July,Tuesday,SUNS01,SHCW,Women's hair cut,KELLY,56.05,1
2018-07-03,July,Tuesday,KREJ01,SHCW,Women's hair cut,BECKY,60,0
2018-07-03,July,Tuesday,SUNS01,CTU,Color touch up,KELLY,65,0
2018-07-03,July,Tuesday,ROWD01,SHCW,Women's hair cut,BECKY,80,0
2018-07-03,July,Tuesday,KIMH01,SHCW,Women's hair cut,JJ,82,0
2018-07-03,July,Tuesday,DHAS02,CHLHH,Highlights half head,KELLY,130,0
2018-07-03,July,Tuesday,DEYS01,CHLPL,Highlights partial,JOANNE,147.73,1
2018-07-03,July,Tuesday,TINA02,CHLPL,Highlights partial,JOANNE,160,0
2018-07-03,July,Tuesday,ESKR01,CON,Consultation,JJ,0,1
2018-07-04,July,Wednesday,DAMK01,TRE 1,Treatments 1,JOANNE,20,0
2018-07-04,July,Wednesday,PANB01,SHCM,Men's hair cut,KELLY,35,0
2018-07-04,July,Wednesday,PARD01,SHCM,Men's hair cut,KELLY,35,0
2018-07-04,July,Wednesday,TANJ01,SHCM,Men's hair cut,KELLY,35,0
2018-07-04,July,Wednesday,DEAM01,SHCM,Men's hair cut,KELLY,38.8,1
2018-07-04,July,Wednesday,POTR01,SHCM,Men's hair cut,JJ,49.48,1
2018-07-04,July,Wednesday,ARRM01,SBD,Blowdry,JJ,52,0
2018-07-04,July,Wednesday,COLG01,SBD,Blowdry,KELLY,55,0
2018-07-04,July,Wednesday,GRET01,SHCM,Men's hair cut,JJ,60,0
2018-07-04,July,Wednesday,DAMK01,CTU,Color touch up,JOANNE,60,0
2018-07-04,July,Wednesday,DAMK01,SHCW,Women's hair cut,KELLY,65,0
2018-07-04,July,Wednesday,TAYN01,SHCW,Women's hair cut,JJ,82,0
2018-07-04,July,Wednesday,ARRM01,CFC,Color full color,JOANNE,85,0
2018-07-04,July,Wednesday,JENP01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-04,July,Wednesday,ALVJ01,SHCW,Women's hair cut,JJ,102,0
2018-07-04,July,Wednesday,GELK01,SHCW,Women's hair cut,JJ,102,0
2018-07-04,July,Wednesday,RIDY01,CHLPL,Highlights partial,JOANNE,140,0
2018-07-04,July,Wednesday,OZDC02,CON,Consultation,JOANNE,0,1
2018-07-04,July,Wednesday,VELA01,CON,Consultation,JJ,0,1
2018-07-05,July,Thursday,DEH01,SBD,Blowdry,JJ,32,0
2018-07-05,July,Thursday,KIRJ01,SHCM,Men's hair cut,KELLY,35,0
2018-07-05,July,Thursday,POUG01,SHCM,Men's hair cut,KELLY,35,0
2018-07-05,July,Thursday,VALT01,SHCM,Men's hair cut,KELLY,35,0
2018-07-05,July,Thursday,KOLK01,SHCW,Women's hair cut,KELLY,45,0
2018-07-05,July,Thursday,SCHJ01,CCAMO,Men's camo color,JJ,45,0
2018-07-05,July,Thursday,BRAN01,SHCM,Men's hair cut,BECKY,50,0
2018-07-05,July,Thursday,BANR01,SBD,Blowdry,BECKY,50,0
2018-07-05,July,Thursday,STOV01,SHCM,Men's hair cut,JJ,60,0
2018-07-05,July,Thursday,GUBD01,SHCM,Men's hair cut,JJ,60,0
2018-07-05,July,Thursday,GALB01,SHCM,Men's hair cut,JJ,60,0
2018-07-05,July,Thursday,BANR01,CTU,Color touch up,JOANNE,70,0
2018-07-05,July,Thursday,GRIA01,SHCW,Women's hair cut,BECKY,80,0
2018-07-05,July,Thursday,CYRA01,SHCW,Women's hair cut,BECKY,80,0
2018-07-05,July,Thursday,BRIK01,SHCW,Women's hair cut,JJ,102,0
2018-07-05,July,Thursday,DHOA01,SBD,Blowdry,JJ,44.55,1
2018-07-06,July,Friday,SHAM01,SHCM,Men's hair cut,KELLY,35,0
2018-07-06,July,Friday,TERJ01,SHCM,Men's hair cut,KELLY,35,0
2018-07-06,July,Friday,HADD01,SBD,Blowdry,KELLY,35,0
2018-07-06,July,Friday,CARK01,SBD,Blowdry,KELLY,35,0
2018-07-06,July,Friday,MINA02,CT,Color toner,JOANNE,35,0
2018-07-06,July,Friday,CALD01,SHCM,Men's hair cut,JJ,40,0
2018-07-06,July,Friday,LEM01,CT,Color toner,KELLY,40,0
2018-07-06,July,Friday,LEM01,SMARTBOND,Smart Bond,KELLY,50,0
2018-07-06,July,Friday,SIRM01,SBD,Blowdry,BECKY,50,0
2018-07-06,July,Friday,LIND01,CMT,Color mini touch up,JOANNE,50,0
2018-07-06,July,Friday,BEBY01,SHCW,Women's hair cut,BECKY,60,0
2018-07-06,July,Friday,THOD01,SHCM,Men's hair cut,JJ,60,0
2018-07-06,July,Friday,LEM01,SHCW,Women's hair cut,KELLY,65,0
2018-07-06,July,Friday,DAJR01,CTU,Color touch up,JOANNE,66.52,1
2018-07-06,July,Friday,WANM01,SHCW,Women's hair cut,BECKY,67.84,1
2018-07-06,July,Friday,DAJR01,SHCW,Women's hair cut,BECKY,67.84,1
2018-07-06,July,Friday,MINA02,SHCW,Women's hair cut,BECKY,70,0
2018-07-06,July,Friday,MUMK01,CTU,Color touch up,JOANNE,70,0
2018-07-06,July,Friday,MOIB01,CTU,Color touch up,JOANNE,70,0
2018-07-06,July,Friday,MUMK01,SHCW,Women's hair cut,JJ,75,0
2018-07-06,July,Friday,CHMY01,SHCW,Women's hair cut,BECKY,80,0
2018-07-06,July,Friday,BOYL01,SHCW,Women's hair cut,BECKY,80,0
2018-07-06,July,Friday,MARO01,SDUD,Dry updo,KELLY,80,0
2018-07-06,July,Friday,MCAJ01,SHCW,Women's hair cut,JJ,82,0
2018-07-06,July,Friday,SINM01,SHCW,Women's hair cut,JJ,82,0
2018-07-06,July,Friday,HIMB01,SHCW,Women's hair cut,JJ,102,0
2018-07-06,July,Friday,GOSD01,SHCW,Women's hair cut,JJ,102,0
2018-07-06,July,Friday,MOIB01,SHCW,Women's hair cut,JJ,102,0
2018-07-06,July,Friday,LEM01,CBAL,Balayage,KELLY,160,0
2018-07-06,July,Friday,LIND01,SBD5+1,Blow dry bundle 5+1,HOUSE,250,0
2018-07-07,July,Saturday,STOD01,CON,Consultation,JJ,0,0
2018-07-07,July,Saturday,CASH01,CON,Consultation,JJ,0,0
2018-07-07,July,Saturday,MACB01,CON,Consultation,JJ,0,0
2018-07-07,July,Saturday,SQUN01,SHCM,Men's hair cut,JJ,20,0
2018-07-07,July,Saturday,PIJM01,CT,Color toner,KELLY,25,0
2018-07-07,July,Saturday,BREH01,SBD,Blowdry,JJ,44.55,1
2018-07-07,July,Saturday,CHOK01,SHCW,Women's hair cut,KELLY,45,0
2018-07-07,July,Saturday,ABL*01,SBD,Blowdry,KELLY,45.64,1
2018-07-07,July,Saturday,PIJM01,SMARTBOND,Smart Bond,KELLY,50,0
2018-07-07,July,Saturday,WONM02,CMT,Color mini touch up,JOANNE,50,0
2018-07-07,July,Saturday,ARRM01,SBD,Blowdry,JJ,52,0
2018-07-07,July,Saturday,BREH01,SBD,Blowdry,JJ,52,0
2018-07-07,July,Saturday,WONM02,SBD,Blowdry,JJ,52,0
2018-07-07,July,Saturday,MORD01,SHCM,Men's hair cut,KELLY,55,0
2018-07-07,July,Saturday,?A01,SBD,Blowdry,KELLY,55,0
2018-07-07,July,Saturday,HUDM01,SBD,Blowdry,KELLY,55,0
2018-07-07,July,Saturday,PIJM01,SHCW,Women's hair cut,KELLY,65,0
2018-07-07,July,Saturday,POIJ01,CFC,Color full color,JOANNE,65,0
2018-07-07,July,Saturday,SPEK01,CTU,Color touch up,JOANNE,70,0
2018-07-07,July,Saturday,NADS01,CTU,Color touch up,JOANNE,70,0
2018-07-07,July,Saturday,EZIR01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-07,July,Saturday,KINN01,SHCW,Women's hair cut,JJ,102,0
2018-07-07,July,Saturday,SPEK01,SHCW,Women's hair cut,JJ,102,0
2018-07-07,July,Saturday,SMIS01,SHCW,Women's hair cut,JJ,102,0
2018-07-07,July,Saturday,BERH01,SHCW,Women's hair cut,JJ,102,0
2018-07-07,July,Saturday,PIJM01,CBAL,Balayage,KELLY,150,0
2018-07-07,July,Saturday,SMIS01,CHLPL,Highlights partial,JOANNE,160,0
2018-07-07,July,Saturday,ARRM01,CFC,Color full color,JJ,,1
2018-07-10,July,Tuesday,LANR01,SHCM,Men's hair cut,KELLY,35,0
2018-07-10,July,Tuesday,DEAM01,SHCM,Men's hair cut,KELLY,35,0
2018-07-10,July,Tuesday,BESJ01,SHCM,Men's hair cut,KELLY,35,0
2018-07-10,July,Tuesday,SMIL01,SHCM,Men's hair cut,JJ,40,0
2018-07-10,July,Tuesday,MASA01,SHCM,Men's hair cut,BECKY,41.15,1
2018-07-10,July,Tuesday,KUKK01,SBD,Blowdry,BECKY,45.26,1
2018-07-10,July,Tuesday,HILJ01,SBD,Blowdry,BECKY,45.26,1
2018-07-10,July,Tuesday,GRIP01,SHCM,Men's hair cut,BECKY,50,0
2018-07-10,July,Tuesday,MASA01,SHCM,Men's hair cut,BECKY,50,0
2018-07-10,July,Tuesday,BUDG02,SHCM,Men's hair cut,BECKY,50,0
2018-07-10,July,Tuesday,HILJ01,SBD,Blowdry,BECKY,50,0
2018-07-10,July,Tuesday,WOOJ01,SBD,Blowdry,JJ,52,0
2018-07-10,July,Tuesday,SINS02,SHCM,Men's hair cut,KELLY,55,0
2018-07-10,July,Tuesday,NIDN01,SBD,Blowdry,KELLY,55,0
2018-07-10,July,Tuesday,SINS01,SHCM,Men's hair cut,JJ,60,0
2018-07-10,July,Tuesday,TAYE01,SHCM,Men's hair cut,JJ,60,0
2018-07-10,July,Tuesday,MART01,CTU,Color touch up,JOANNE,60,0
2018-07-10,July,Tuesday,MART01,SHCW,Women's hair cut,KELLY,65,0
2018-07-10,July,Tuesday,ELCB01,CTU,Color touch up,JOANNE,66.52,1
2018-07-10,July,Tuesday,SCHP01,CTU,Color touch up,JOANNE,70,0
2018-07-10,July,Tuesday,WOOJ01,CTU,Color touch up,JOANNE,70,0
2018-07-10,July,Tuesday,HOLD01,SHCW,Women's hair cut,BECKY,80,0
2018-07-10,July,Tuesday,RICP01,SHCW,Women's hair cut,BECKY,80,0
2018-07-10,July,Tuesday,SCHP01,SHCW,Women's hair cut,BECKY,80,0
2018-07-10,July,Tuesday,BALO01,SHCW,Women's hair cut,JJ,82,0
2018-07-10,July,Tuesday,NIDN01,CFC,Color full color,JOANNE,85,0
2018-07-10,July,Tuesday,CLAM01,SHCW,Women's hair cut,JJ,102,0
2018-07-10,July,Tuesday,WARG01,SHCW,Women's hair cut,JJ,102,0
2018-07-10,July,Tuesday,WEIA01,SHCW,Women's hair cut,JJ,102,0
2018-07-10,July,Tuesday,ARRM01,SMO,Smoothing treatment,BECKY,300,0
2018-07-10,July,Tuesday,WELN01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-11,July,Wednesday,HOFJ01,SBD,Blowdry,TANYA,22.78,1
2018-07-11,July,Wednesday,MASA01,SHCC,Children (under 12),JJ,24,1
2018-07-11,July,Wednesday,MUNM01,SHCC,Children (under 12),JJ,32,0
2018-07-11,July,Wednesday,DUFM01,SHCM,Men's hair cut,KELLY,35,0
2018-07-11,July,Wednesday,MUNM01,SHCC,Children (under 12),KELLY,35,1
2018-07-11,July,Wednesday,MUNJ01,SHCC,Children (under 12),KELLY,35,0
2018-07-11,July,Wednesday,CLAJ01,SBD,Blowdry,TANYA,35,0
2018-07-11,July,Wednesday,WONM02,SBD,Blowdry,JJ,52,0
2018-07-11,July,Wednesday,COLG01,SBD,Blowdry,JJ,52,0
2018-07-11,July,Wednesday,WICJ01,SHCM,Men's hair cut,JJ,60,0
2018-07-11,July,Wednesday,COLG01,CTU,Color touch up,JOANNE,70,0
2018-07-11,July,Wednesday,JACA01,CFC,Color full color,JOANNE,77.06,1
2018-07-11,July,Wednesday,JACA01,CFC,Color full color,JOANNE,77.06,1
2018-07-11,July,Wednesday,KEAJ01,SHCW,Women's hair cut,JJ,82,0
2018-07-11,July,Wednesday,JACA01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-11,July,Wednesday,JACA01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-11,July,Wednesday,JACA01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-11,July,Wednesday,JACA01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-11,July,Wednesday,KIMS01,SHCW,Women's hair cut,JJ,102,0
2018-07-11,July,Wednesday,MCGA01,SHCW,Women's hair cut,JJ,102,0
2018-07-11,July,Wednesday,JARM01,SHCW,Women's hair cut,JJ,102,0
2018-07-11,July,Wednesday,NICM01,SHCW,Women's hair cut,JJ,102,0
2018-07-11,July,Wednesday,PRIL01,CHLPL,Highlights partial,JOANNE,160,0
2018-07-12,July,Thursday,JACA01,CON,Consultation,JJ,0,0
2018-07-12,July,Thursday,WRIM01,SBD,Blowdry,TANYA,15,0
2018-07-12,July,Thursday,SITB01,SHCM,Men's hair cut,KELLY,35,0
2018-07-12,July,Thursday,MOOJ01,SBD,Blowdry,KELLY,35,0
2018-07-12,July,Thursday,DUBO01,CFC,Color full color,TANYA,35,0
2018-07-12,July,Thursday,RIJR01,SHCM,Men's hair cut,JJ,40,0
2018-07-12,July,Thursday,CARK01,SBD,Blowdry,KELLY,45.64,1
2018-07-12,July,Thursday,FLAD01,SHCM,Men's hair cut,BECKY,50,0
2018-07-12,July,Thursday,DOWR01,SBD,Blowdry,BECKY,50,0
2018-07-12,July,Thursday,SITB01,CFC,Color full color,KELLY,50,0
2018-07-12,July,Thursday,BROF01,SBD,Blowdry,KELLY,55,0
2018-07-12,July,Thursday,SPEC01,SHCW,Women's hair cut,BECKY,60,0
2018-07-12,July,Thursday,ZIMJ01,SHCM,Men's hair cut,JJ,60,0
2018-07-12,July,Thursday,HENA01,CTU,Color touch up,JOANNE,70,0
2018-07-12,July,Thursday,WAIS01,SHCW,Women's hair cut,BECKY,80,0
2018-07-12,July,Thursday,HENA01,SHCW,Women's hair cut,BECKY,80,0
2018-07-12,July,Thursday,GOUE01,SHCW,Women's hair cut,BECKY,80,0
2018-07-12,July,Thursday,POLB01,SHCW,Women's hair cut,BECKY,80,0
2018-07-12,July,Thursday,BUSC01,CAL,accent lights,JOANNE,80,0
2018-07-12,July,Thursday,JACA01,SHCW,Women's hair cut,JJ,82,0
2018-07-12,July,Thursday,STEC01,SHCW,Women's hair cut,JJ,82,0
2018-07-12,July,Thursday,JARS01,SHCW,Women's hair cut,JJ,82,0
2018-07-12,July,Thursday,MAEJ01,CFC,Color full color,JOANNE,85,0
2018-07-12,July,Thursday,SINM01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-12,July,Thursday,JACA01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-12,July,Thursday,MAEJ01,SHCW,Women's hair cut,JJ,102,0
2018-07-12,July,Thursday,TAYD01,SHCW,Women's hair cut,JJ,102,0
2018-07-12,July,Thursday,BUSC01,SHCW,Women's hair cut,JJ,102,0
2018-07-12,July,Thursday,BROF01,CALC,Accent lights and color,JOANNE,140,0
2018-07-12,July,Thursday,LIMJ01,SHCM,Men's hair cut,BECKY,41.15,1
2018-07-13,July,Friday,INFB01,CON,Consultation,KELLY,5,1
2018-07-13,July,Friday,CAND01,CCAMO,Men's camo color,JJ,32.08,1
2018-07-13,July,Friday,SHMS01,SHCM,Men's hair cut,KELLY,38.8,1
2018-07-13,July,Friday,POOD01,SHCM,Men's hair cut,BECKY,50,0
2018-07-13,July,Friday,SIRM01,SBD,Blowdry,BECKY,50,0
2018-07-13,July,Friday,SKUD01,SBD,Blowdry,BECKY,50,0
2018-07-13,July,Friday,WOOD02,SBD,Blowdry,JJ,52,0
2018-07-13,July,Friday,LYK01,SHCW,Women's hair cut,KELLY,55,0
2018-07-13,July,Friday,FREK01,SHCW,Women's hair cut,BECKY,60,0
2018-07-13,July,Friday,CAND01,SHCM,Men's hair cut,JJ,60,0
2018-07-13,July,Friday,BARW01,SHCM,Men's hair cut,JJ,60,0
2018-07-13,July,Friday,CARB01,SHCW,Women's hair cut,BECKY,80,0
2018-07-13,July,Friday,BOWM01,SHCW,Women's hair cut,JJ,102,0
2018-07-13,July,Friday,KIMY01,SHCW,Women's hair cut,JJ,102,0
2018-07-13,July,Friday,SARK01,SHCW,Women's hair cut,JJ,102,0
2018-07-13,July,Friday,SCHC01,CALC,Accent lights and color,JOANNE,127,1
2018-07-13,July,Friday,ROZM01,CHLPL,Highlights partial,JOANNE,140,0
2018-07-13,July,Friday,SARK01,CALC,Accent lights and color,JOANNE,140,0
2018-07-13,July,Friday,LAMD01,CBAL,Balayage,JOANNE,192.5,1
2018-07-13,July,Friday,DUFD01,CON,Consultation,JJ,0,1
2018-07-14,July,Saturday,LAMD01,CON,Consultation,JOANNE,0,1
2018-07-14,July,Saturday,LAIA01,SBD,Blowdry,TANYA,15,0
2018-07-14,July,Saturday,MUIK01,SHCM,Men's hair cut,KELLY,35,0
2018-07-14,July,Saturday,MOHM01,SHCM,Men's hair cut,KELLY,35,0
2018-07-14,July,Saturday,CECA01,SHCM,Men's hair cut,KELLY,35,0
2018-07-14,July,Saturday,HUTP01,SHCM,Men's hair cut,JJ,40,0
2018-07-14,July,Saturday,SMAN01,SHCW,Women's hair cut,KELLY,45,0
2018-07-14,July,Saturday,DALR01,SHCW,Women's hair cut,KELLY,45,0
2018-07-14,July,Saturday,HELJ01,SHCM,Men's hair cut,BECKY,50,0
2018-07-14,July,Saturday,SHAA01,SHCM,Men's hair cut,BECKY,50,0
2018-07-14,July,Saturday,BROS01,SBD,Blowdry,BECKY,50,0
2018-07-14,July,Saturday,BINP01,SHCW,Women's hair cut,JJ,51,0
2018-07-14,July,Saturday,ARBA01,SHCW,Women's hair cut,KELLY,55,0
2018-07-14,July,Saturday,YAGL01,SHCW,Women's hair cut,KELLY,55,0
2018-07-14,July,Saturday,FLAS01,SHCW,Women's hair cut,BECKY,80,0
2018-07-14,July,Saturday,CULT01,SHCW,Women's hair cut,BECKY,80,0
2018-07-14,July,Saturday,TOPS01,SHCW,Women's hair cut,BECKY,80,0
2018-07-14,July,Saturday,COWL01,SHCW,Women's hair cut,BECKY,80,0
2018-07-14,July,Saturday,TOBJ01,SHCW,Women's hair cut,JJ,82,0
2018-07-14,July,Saturday,FLAS01,CFC,Color full color,JOANNE,85,0
2018-07-14,July,Saturday,PET*01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-14,July,Saturday,COWL01,CHLPL,Highlights partial,JOANNE,160,0
2018-07-14,July,Saturday,TOPS01,CBAL,Balayage,JOANNE,192.5,1
2018-07-14,July,Saturday,LAMD01,CBAL,Balayage,JOANNE,200,0
2018-07-15,July,Sunday,BARJ01,SHCM,Men's hair cut,BECKY,30,0
2018-07-15,July,Sunday,NIKK01,SBD,Blowdry,JJ,32,0
2018-07-15,July,Sunday,WOOD02,SBD,Blowdry,BECKY,45.26,1
2018-07-15,July,Sunday,HAMD01,SHCM,Men's hair cut,BECKY,50,0
2018-07-15,July,Sunday,YATT01,SHCM,Men's hair cut,BECKY,50,0
2018-07-15,July,Sunday,WONM02,SBD,Blowdry,JJ,52,0
2018-07-15,July,Sunday,CONK01,SHCW,Women's hair cut,BECKY,60,0
2018-07-15,July,Sunday,BROT01,SHCW,Women's hair cut,BECKY,80,0
2018-07-17,July,Tuesday,KWOR01,SHCM,Men's hair cut,KELLY,35,0
2018-07-17,July,Tuesday,TIML01,SBD,Blowdry,TANYA,35,0
2018-07-17,July,Tuesday,GROR01,SHCM,Men's hair cut,JJ,40,0
2018-07-17,July,Tuesday,GUYD01,CCAMO,Men's camo color,BECKY,45,0
2018-07-17,July,Tuesday,BROS01,SBD,Blowdry,BECKY,45.26,1
2018-07-17,July,Tuesday,THOD01,SHCM,Men's hair cut,JJ,49.48,1
2018-07-17,July,Tuesday,PAE01,SMARTBOND,Smart Bond,KELLY,50,0
2018-07-17,July,Tuesday,GUYD01,SHCM,Men's hair cut,BECKY,50,0
2018-07-17,July,Tuesday,HILJ01,SBD,Blowdry,BECKY,50,0
2018-07-17,July,Tuesday,KUKK01,SBD,Blowdry,BECKY,50,0
2018-07-17,July,Tuesday,RIHM01,SBD,Blowdry,BECKY,50,0
2018-07-17,July,Tuesday,HILJ01,CMT,Color mini touch up,JOANNE,50,0
2018-07-17,July,Tuesday,PARJ01,SHCM,Men's hair cut,KELLY,55,0
2018-07-17,July,Tuesday,JURS01,SHCW,Women's hair cut,BECKY,60,0
2018-07-17,July,Tuesday,LEEP01,SHCM,Men's hair cut,JJ,60,0
2018-07-17,July,Tuesday,HENB01,SHCM,Men's hair cut,JJ,60,0
2018-07-17,July,Tuesday,THOW02,SHCM,Men's hair cut,JJ,60,0
2018-07-17,July,Tuesday,PIPJ01,SHCM,Men's hair cut,JJ,60,0
2018-07-17,July,Tuesday,NIDN01,CTU,Color touch up,JOANNE,66.52,1
2018-07-17,July,Tuesday,HEIM01,SHCW,Women's hair cut,BECKY,67.84,1
2018-07-17,July,Tuesday,YANC01,CTU,Color touch up,JOANNE,70,0
2018-07-17,July,Tuesday,PAE01,SHCW,Women's hair cut,KELLY,75,0
2018-07-17,July,Tuesday,BOSJ01,SHCW,Women's hair cut,BECKY,80,0
2018-07-17,July,Tuesday,JOHJ01,SHCW,Women's hair cut,BECKY,80,0
2018-07-17,July,Tuesday,SARM01,SHCW,Women's hair cut,JJ,82,0
2018-07-17,July,Tuesday,HYLK01,SHCW,Women's hair cut,JJ,82,0
2018-07-17,July,Tuesday,SARM01,CFC,Color full color,JOANNE,85,0
2018-07-17,July,Tuesday,STEL01,SHCW,Women's hair cut,JJ,88.44,1
2018-07-17,July,Tuesday,PAE01,CHLHHC,Highlights half head and color,KELLY,110,0
2018-07-17,July,Tuesday,STUM01,CALC,Accent lights and color,JOANNE,125,0
2018-07-17,July,Tuesday,KUCM02,CALC,Accent lights and color,JOANNE,127,1
2018-07-17,July,Tuesday,TRAS01,CHLPHC,Partial highlights and color,JOANNE,150,0
2018-07-18,July,Wednesday,STAT01,SBD,Blowdry,TANYA,15,0
2018-07-18,July,Wednesday,KEIS01,SBD,Blowdry,TANYA,22.78,1
2018-07-18,July,Wednesday,BORJ01,SHCM,Men's hair cut,JJ,49.48,1
2018-07-18,July,Wednesday,LEVL01,SBD,Blowdry,JJ,52,0
2018-07-18,July,Wednesday,ELSM01,SBD,Blowdry,JJ,52,0
2018-07-18,July,Wednesday,SLUS01,SHCM,Men's hair cut,JJ,60,0
2018-07-18,July,Wednesday,POTR01,SHCM,Men's hair cut,JJ,60,0
2018-07-18,July,Wednesday,BEZK01,SHCW,Women's hair cut,JJ,82,0
2018-07-18,July,Wednesday,VARE01,SHCW,Women's hair cut,JJ,82,0
2018-07-18,July,Wednesday,MANL01,SHCW,Women's hair cut,JJ,102,0
2018-07-18,July,Wednesday,PHIJ01,SHCW,Women's hair cut,JJ,102,0
2018-07-18,July,Wednesday,BOES01,CAL,accent lights,JOANNE,110,0
2018-07-19,July,Thursday,WOOJ02,SHCM,Men's hair cut,BECKY,30,0
2018-07-19,July,Thursday,TN01,CTU,Color touch up,TANYA,38.33,1
2018-07-19,July,Thursday,SKUD01,SBD,Blowdry,BECKY,45.26,1
2018-07-19,July,Thursday,LIMB01,SHCM,Men's hair cut,BECKY,50,0
2018-07-19,July,Thursday,BROS01,SBD,Blowdry,BECKY,50,0
2018-07-19,July,Thursday,COLG01,SBD,Blowdry,BECKY,50,0
2018-07-19,July,Thursday,COHH01,SHCW,Women's hair cut,KELLY,55,0
2018-07-19,July,Thursday,LIAA01,FRI,Fringe cut,JJ,56.05,1
2018-07-19,July,Thursday,SIDA01,SHCW,Women's hair cut,BECKY,60,0
2018-07-19,July,Thursday,CHAE01,SHCW,Women's hair cut,BECKY,60,0
2018-07-19,July,Thursday,HERD01,SHCW,Women's hair cut,KELLY,60,0
2018-07-19,July,Thursday,STEM02,SHCM,Men's hair cut,JJ,60,0
2018-07-19,July,Thursday,KEIS01,SHCW,Women's hair cut,BECKY,67.84,1
2018-07-19,July,Thursday,WIL*01,CTU,Color touch up,JOANNE,70,0
2018-07-19,July,Thursday,NICL01,SHCW,Women's hair cut,JJ,73.6,0
2018-07-19,July,Thursday,KEIS01,SHCW,Women's hair cut,BECKY,80,0
2018-07-19,July,Thursday,HEIM01,SHCW,Women's hair cut,BECKY,80,0
2018-07-19,July,Thursday,BEAA02,SHCW,Women's hair cut,JJ,82,0
2018-07-19,July,Thursday,JASA01,SHCW,Women's hair cut,JJ,102,0
2018-07-19,July,Thursday,SINJ01,SHCW,Women's hair cut,JJ,102,0
2018-07-19,July,Thursday,WIL*01,SHCW,Women's hair cut,JJ,102,0
2018-07-19,July,Thursday,HOLL01,SHCW,Women's hair cut,JJ,102,0
2018-07-19,July,Thursday,ESKR01,SHCW,Women's hair cut,JJ,102,0
2018-07-19,July,Thursday,NICL01,CHLPL,Highlights partial,JOANNE,150,0
2018-07-19,July,Thursday,OZDC02,CDPB,double process blonde,JOANNE,150,1
2018-07-20,July,Friday,RUBH02,SBD,Blowdry,TANYA,25,0
2018-07-20,July,Friday,RUBH02,CTU,Color touch up,TANYA,25,0
2018-07-20,July,Friday,DIRK01,CT,Color toner,KELLY,30,0
2018-07-20,July,Friday,MOOE01,SHCW,Women's hair cut,KELLY,45,0
2018-07-20,July,Friday,SIRM01,SBD,Blowdry,BECKY,45.26,1
2018-07-20,July,Friday,KLEA01,SHCM,Men's hair cut,BECKY,50,0
2018-07-20,July,Friday,POUG01,SHCM,Men's hair cut,BECKY,50,0
2018-07-20,July,Friday,STEB01,SHCM,Men's hair cut,BECKY,50,0
2018-07-20,July,Friday,LIND01,SBD,Blowdry,BECKY,50,0
2018-07-20,July,Friday,POLB01,SBD,Blowdry,BECKY,50,0
2018-07-20,July,Friday,LIND01,CMT,Color mini touch up,JOANNE,50,0
2018-07-20,July,Friday,PENM01,CMT,Color mini touch up,JOANNE,50,0
2018-07-20,July,Friday,CRIV01,SBD,Blowdry,JJ,52,0
2018-07-20,July,Friday,PENM01,SBD,Blowdry,JJ,52,0
